menuname,direction,provider,backendurl,frontendurl,httpMethod,jsfile,line,controllerClass,판정,note
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/alterNodeType.do,(호출 없음),PUT,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/analyzeNode.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/getChildNode.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,자체 선언,/arms/pdService/getD3ChartData.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순)
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/getMonitor.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/getNode.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/getNodesWithoutRoot.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/getPaginatedChildNode.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,자체 선언,/arms/pdService/getPdServiceAndVersionByCid,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순)
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,자체 선언,/arms/pdService/getPdServiceEntityAndVersionList,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순)
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/moveNode.do,(호출 없음),POST,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/searchNode.do,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,상속(TreeAbstractController),/arms/pdService/send-message,(호출 없음),GET,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"System Info;버전 관리;제품 관리;요구 관리;일정 분석 - Time;Time, Scope, Resource;문서 관리;인공 지능 Beta;ARMS AI;자원 분석 - Resource;범위 분석 - Scope;개인성과지표;KPI Dashboard;Dashboard (detail_per_version);Dashboard (detail_total_reqadd);연결 관리;Dashboard (kpi);요구사항 등록;KPI > Personal Performance Indicators;Project Track Report;Performance Report;Req Trace Manage;SWOT Report;Report > Weekly;간트 차트 - Gantt;칸반 보드 - Kanban;현황 관리 - List;현황 관리 - Calendar",BE→호출없음,자체 선언,/arms/pdService/uploadFileToNode.do,(호출 없음),POST,,,PdServiceController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/pdService) 를 호출하는 프론트 메뉴 28개 (호출 건수 순)
"Time, Scope, Resource;공통 모듈",BE→호출없음,자체 선언,/arms/dashboard/global/config/test,(호출 없음),GET,,,DashboardController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/dashboard) 를 호출하는 프론트 메뉴 2개 (호출 건수 순)
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/addNode.do,(호출 없음),POST,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/alterNode.do,(호출 없음),PUT,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/alterNodeType.do,(호출 없음),PUT,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/analyzeNode.do,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/getChildNode.do,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/getMonitor.do,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/getNode.do,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/getPaginatedChildNode.do,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/moveNode.do,(호출 없음),POST,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/removeNode.do,(호출 없음),DELETE,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/searchNode.do,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/send-message,(호출 없음),GET,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
Timeoff,BE→호출없음,상속(TreeAbstractController),/arms/backoffice/holiday/updateNode.do,(호출 없음),PUT,,,HolidayController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/backoffice/holiday) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt,FE→BE없음,프론트 호출,(없음),/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getHistory.do,GET,arms/js/reqGantt.js,2415,,백엔드 미존재,게이트웨이 변환 결과 내부경로 /arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getHistory.do 에 대응하는 Backend-Core 매핑 없음 / basePath /arms/reqAdd 는 존재 — 그 하위 경로만 미존재 / 변수 세그먼트 포함 — 세그먼트 수·자리 기준 비교
간트 차트 - Gantt,FE→BE없음,상속(TreeAbstractController),(없음),/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/addNode.do,POST,arms/js/reqGantt.js,2230,,백엔드 미존재,게이트웨이 변환 결과 내부경로 /arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/addNode.do 에 대응하는 Backend-Core 매핑 없음 / basePath /arms/reqAdd 는 존재 — 그 하위 경로만 미존재 / 변수 세그먼트 포함 — 세그먼트 수·자리 기준 비교 / 같은 외부 경로를 Middle-Proxy 가 직접 처리: /auth-user/api/arms/reqAdd/sync (Java-Service-Tree-Framework-Middle-Proxy/src/main/java/com/arms/api/kafka/reqadd/controller/ReqAddProxyControllerSync.java) — Backend-Core 미존재는 맞으나 미사용 호출은 아님
간트 차트 - Gantt,FE→BE없음,상속(TreeAbstractController),(없음),/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/moveNode.do,POST,arms/js/reqGantt.js,2785,,백엔드 미존재,게이트웨이 변환 결과 내부경로 /arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/moveNode.do 에 대응하는 Backend-Core 매핑 없음 / basePath /arms/reqAdd 는 존재 — 그 하위 경로만 미존재 / 변수 세그먼트 포함 — 세그먼트 수·자리 기준 비교 / 같은 외부 경로를 Middle-Proxy 가 직접 처리: /auth-user/api/arms/reqAdd/sync (Java-Service-Tree-Framework-Middle-Proxy/src/main/java/com/arms/api/kafka/reqadd/controller/ReqAddProxyControllerSync.java) — Backend-Core 미존재는 맞으나 미사용 호출은 아님
간트 차트 - Gantt,FE→BE없음,프론트 호출,(없음),/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateDate.do,POST,arms/js/reqGantt.js,2824,,백엔드 미존재,게이트웨이 변환 결과 내부경로 /arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateDate.do 에 대응하는 Backend-Core 매핑 없음 / basePath /arms/reqAdd 는 존재 — 그 하위 경로만 미존재 / 변수 세그먼트 포함 — 세그먼트 수·자리 기준 비교 / 같은 외부 경로를 Middle-Proxy 가 직접 처리: /auth-user/api/arms/reqAdd/sync (Java-Service-Tree-Framework-Middle-Proxy/src/main/java/com/arms/api/kafka/reqadd/controller/ReqAddProxyControllerSync.java) — Backend-Core 미존재는 맞으나 미사용 호출은 아님
간트 차트 - Gantt,FE→BE없음,상속(TreeAbstractController),(없음),/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateNode.do,POST,arms/js/reqGantt.js,2378,,백엔드 미존재,게이트웨이 변환 결과 내부경로 /arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateNode.do 에 대응하는 Backend-Core 매핑 없음 / basePath /arms/reqAdd 는 존재 — 그 하위 경로만 미존재 / 변수 세그먼트 포함 — 세그먼트 수·자리 기준 비교 / 같은 외부 경로를 Middle-Proxy 가 직접 처리: /auth-user/api/arms/reqAdd/sync (Java-Service-Tree-Framework-Middle-Proxy/src/main/java/com/arms/api/kafka/reqadd/controller/ReqAddProxyControllerSync.java) — Backend-Core 미존재는 맞으나 미사용 호출은 아님
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/addNode.do,(호출 없음),POST,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/alterNode.do,(호출 없음),PUT,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/alterNodeType.do,(호출 없음),PUT,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/analyzeNode.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/getChildNode.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/getMonitor.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/getNode.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/getNodesWithoutRoot.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/getPaginatedChildNode.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/moveNode.do,(호출 없음),POST,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/removeNode.do,(호출 없음),DELETE,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/searchNode.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/send-message,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,상속(TreeAbstractController),/arms/reqAddStatePure/updateNode.do,(호출 없음),PUT,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
간트 차트 - Gantt;Project Track Report,BE→호출없음,자체 선언,/arms/reqAddStatePure/{changeReqTableName}/calculateProgress.do,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 경로 변수 포함
간트 차트 - Gantt;Project Track Report,BE→호출없음,자체 선언,/arms/reqAddStatePure/{changeReqTableName}/reportReqStatus,(호출 없음),GET,,,ReqAddStatePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqAddStatePure) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 경로 변수 포함
공통 모듈,BE→호출없음,자체 선언,/arms/analysis/top-menu/{changeReqTableName}/comprehensive-data,(호출 없음),POST,,,TopMenuController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/analysis) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 경로 변수 포함
공통 모듈,BE→호출없음,자체 선언,/arms/analysis/top-menu/{changeReqTableName}/getReqAddListByFilter,(호출 없음),POST,,,TopMenuController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/analysis) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 경로 변수 포함
공통 모듈,BE→호출없음,상속(TreeAbstractController),/arms/reqStateCategory/addNode.do,(호출 없음),POST,,,ReqStateCategoryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqStateCategory) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
공통 모듈,BE→호출없음,상속(TreeAbstractController),/arms/reqStateCategory/alterNode.do,(호출 없음),PUT,,,ReqStateCategoryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqStateCategory) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
